place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
9,1,STREET SCREAM(D234),J Moreira,D J Hall,133,1172,2,6-1/4,"5                                                            

3                                                            

2                                                            

9",1:22.47,7.8,3(781),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
10,13,STOCK LEGEND(D039),M F Poon,K H Ting,117,1081,9,7-1/2,"8                                                            

9                                                            

10                                                            

10",1:22.63,18,3(781),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
11,9,TOP MILITARY(B424),T H So,T P Yung,123,1126,5,8,"12                                                            

10                                                            

9                                                            

11",1:22.73,36,3(781),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
12,11,LET'S TAKE IT EASY(A140),K C Leung,L Ho,125,1047,10,9,"11                                                            

12                                                            

13                                                            

12",1:22.88,55,3(781),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
13,4,SHANGHAI GRACE(D190),H T Mo,Y S Tsui,127,1042,8,10,"10                                                            

11                                                            

11                                                            

13",1:23.05,171,3(781),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
14,10,RIGHTEOUS WIN(D146),H W Lai,P F Yiu,123,1103,14,12-1/4,"14                                                            

14                                                            

14                                                            

14",1:23.42,128,3(781),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
WV,,COURAGEOUS DRAGON(C015),---,W Y So,116,---,---,---,---,---,---,3(781),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
WV,,GOLD 'N' BOLD(D079),K C Leung,J Moore,121,---,---,---,---,---,---,3(781),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
1,10,BEAUTY ANGEL(C541),J Moreira,A S Cruz,121,991,14,-,"6                                                            

4                                                            

4                                                            

2                                                            

1",1:47.94,5.1,4(782),Class 4 - 1800M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
2,11,CIRCUIT NUMBER ONE(B373),K Teetan,A S Cruz,120,1061,12,1/2,"5                                                            

6                                                            

7                                                            

5                                                            

2",1:48.02,11,4(782),Class 4 - 1800M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
3,9,SPEED FORCE(C535),C L Chau,D J Whyte,112,1033,2,1-3/4,"4                                                            

5                                                            

5                                                            

4                                                            

3",1:48.23,19,4(782),Class 4 - 1800M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
4,7,EPTIWINS(B362),Z Purton,D J Hall,126,1106,8,3-1/4,"9                                                            

10                                                            

11                                                            

9                                                            

4",1:48.47,2.5,4(782),Class 4 - 1800M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
5,5,NATURAL STORM(C461),C Y Ho,P F Yiu,128,1094,11,4-1/4,"12                                                            

11                                                            

9                                                            

10                                                            

5",1:48.61,4,4(782),Class 4 - 1800M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
6,6,CROWN AVENUE(V378),T H So,C H Yip,124,1187,3,4-1/4,"7                                                            

9                                                            

10                                                            

13                                                            

6",1:48.62,23,4(782),Class 4 - 1800M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
7,1,INDIGENOUS STAR(A081),M F Poon,C W Chang,128,1059,13,5,"13                                                            

13                                                            

13                                                            

11                                                            

7",1:48.74,54,4(782),Class 4 - 1800M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
8,2,DRAGON COMMANDER(C208),K C Leung,D E Ferraris,129,1086,7,5-1/2,"10                                                            

7                                                            

8                                                            

8                                                            

8",1:48.80,25,4(782),Class 4 - 1800M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
9,3,RULE THEE(A172),N Callan,P O'Sullivan,129,1066,9,8,"8                                                            

8                                                            

6                                                            

7                                                            

9",1:49.20,11,4(782),Class 4 - 1800M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
10,12,POLYMER LUCK(T326),H N Wong,K H Ting,117,1092,4,8-3/4,"2                                                            

2                                                            

2                                                            

1                                                            

10",1:49.35,106,4(782),Class 4 - 1800M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
11,13,LUCKY VICTOR(C514),H W Lai,K H Ting,119,1166,10,9-1/2,"11                                                            

12                                                            

12                                                            

12                                                            

11",1:49.48,145,4(782),Class 4 - 1800M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
12,14,KA YING BRILLIANCE(B115),M L Yeung,T P Yung,118,1193,5,18-1/4,"1                                                            

3                                                            

3                                                            

6                                                            

12",1:50.85,92,4(782),Class 4 - 1800M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
13,8,BULB ELITE(A183),K H Chan,C H Yip,118,1181,1,18-1/4,"3                                                            

1                                                            

1                                                            

3                                                            

13",1:50.88,52,4(782),Class 4 - 1800M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
WV-A,4,FAST PACE(C427),A Hamelin,C Fownes,128,---,---,---,---,---,---,4(782),Class 4 - 1800M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
1,2,TRUE LEGEND(D047),K Teetan,F C Lor,131,1231,12,-,"1                                                            

1                                                            

1",1:09.29,3.7,5(783),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
2,4,MONKEY JEWELLERY(B378),J Moreira,J Size,130,1088,3,SH,"3                                                            

2                                                            

2",1:09.30,5,5(783),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
3,1,HONEST WAY(B200),Z Purton,D E Ferraris,133,1257,6,1-3/4,"4                                                            

4                                                            

3",1:09.56,4,5(783),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
4,12,VIGOR CHAMP(C498),M L Yeung,K H Ting,117,1012,1,1-3/4,"7                                                            

7                                                            

4",1:09.57,28,5(783),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
5,9,SO AWESOME(D258),B Shinn,Y S Tsui,124,1003,7,2,"6                                                            

6                                                            

5",1:09.59,9.6,5(783),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
6,10,SPARKLING STAR(D007),V Borges,W Y So,123,1089,11,2,"11                                                            

9                                                            

6",1:09.61,8.8,5(783),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
7,6,DRAGON IN FIELD(D220),N Callan,P F Yiu,126,976,4,2-3/4,"5                                                            

5                                                            

7",1:09.72,98,5(783),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
8,8,BRILLIANT(C005),C Y Ho,K W Lui,124,1003,10,5-1/2,"12                                                            

11                                                            

8",1:10.17,43,5(783),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
9,3,WHISKEY NEAT(D150),H N Wong,C Fownes,128,1149,9,5-1/2,"2                                                            

3                                                            

9",1:10.19,17,5(783),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
10,7,HAPPY VICTORY(B195),A Hamelin,A T Millard,125,1085,8,6,"9                                                            

8                                                            

10",1:10.24,8,5(783),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
11,5,ALLOY STAR(D053),M Chadwick,T P Yung,126,1041,2,7-3/4,"8                                                            

10                                                            

11",1:10.53,42,5(783),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
12,11,FORTUNE HERO(D245),M F Poon,D J Hall,117,1126,5,11-1/4,"10                                                            

12                                                            

12",1:11.09,75,5(783),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 967,000",Sha Tin,2020/07/01
1,3,THOU SHALL SING(B047),C Y Ho,K W Lui,130,1067,6,-,"5                                                            

5                                                            

1",1:09.89,5.1,6(784),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/07/01
2,11,STAR SUPERIOR(V255),H N Wong,C W Chang,114,1068,9,N,"10                                                            

6                                                            

2",1:09.96,39,6(784),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/07/01
3,10,RESOLUTE(D243),A Hamelin,A T Millard,118,1168,8,1-1/4,"2                                                            

2                                                            

3",1:10.07,10,6(784),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/07/01
4,4,HANDSOME REBEL(B469),N Callan,Y S Tsui,129,1081,4,2-1/2,"4                                                            

4                                                            

4",1:10.30,6.1,6(784),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/07/01
5,12,WAYFOONG CHARMER(B437),J Moreira,P O'Sullivan,117,1107,5,3,"3                                                            

3                                                            

5",1:10.37,5.7,6(784),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/07/01
6,6,ALL BEST FRIENDS(A217),K Teetan,K L Man,125,1078,3,3-3/4,"9                                                            

9                                                            

6",1:10.49,8.3,6(784),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/07/01
7,8,WELL DRAGON(C539),V Borges,W Y So,120,1167,7,4,"7                                                            

7                                                            

7",1:10.52,157,6(784),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/07/01
8,2,COOLCELEB(C030),C L Chau,T P Yung,120,1293,12,4-1/2,"6                                                            

8                                                            

8",1:10.61,5,6(784),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/07/01
9,1,NAMJONG SINGS(C480),Z Purton,C S Shum,133,1191,2,7-1/2,"1                                                            

1                                                            

9",1:11.11,5.1,6(784),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/07/01
10,5,TELECOM MISSILE(D209),K H Chan,C H Yip,113,1228,1,10-3/4,"12                                                            

10                                                            

10",1:11.62,87,6(784),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/07/01
11,7,FLYING SPIRIT(D016),T H So,D J Whyte,119,1105,10,16-1/2,"11                                                            

12                                                            

11",1:12.55,82,6(784),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/07/01
12,9,WONDER BRAHMA(C525),M Chadwick,D J Hall,119,1097,11,17-1/2,"8                                                            

11                                                            

12",1:12.69,61,6(784),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/07/01
WV,,ELITE BOY(B015),K H Chan,K H Ting,121,---,---,---,---,---,---,6(784),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/07/01
1,5,FALCON TURBO(B164),K Teetan,D J Whyte,124,1166,2,-,"5                                                            

3                                                            

1",1:08.39,7.9,7(785),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/07/01
2,1,EXCELLENT PROPOSAL(D386),J Moreira,J Size,132,1055,10,SH,"7                                                            

6                                                            

2",1:08.41,4.1,7(785),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/07/01
3,8,LORIZ(C036),V Borges,P F Yiu,121,1241,1,1-1/2,"2                                                            

1                                                            

3",1:08.64,4.3,7(785),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/07/01
4,2,MIG ENERGY(C376),Z Purton,A S Cruz,130,1131,7,4-1/2,"1                                                            

2                                                            

4",1:09.11,2,7(785),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/07/01
5,6,HAPPY FORTUNE(D341),T H So,L Ho,121,1057,9,8-1/2,"9                                                            

9                                                            

5",1:09.74,128,7(785),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/07/01
6,4,TELECOM PUMA(C181),A Hamelin,K H Ting,126,1137,3,9-1/2,"3                                                            

5                                                            

6",1:09.93,17,7(785),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/07/01
7,3,PRIVATE COUNCIL(D389),N Callan,W Y So,130,1155,5,11,"6                                                            

7                                                            

7",1:10.14,127,7(785),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/07/01
8,9,WINNING ENDEAVOUR(C048),H W Lai,D E Ferraris,121,1072,4,11,"8                                                            

8                                                            

8",1:10.16,49,7(785),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/07/01
9,10,HELAKU KNIGHT(C328),M L Yeung,J Moore,118,1118,6,15-3/4,"4                                                            

4                                                            

9",1:10.92,56,7(785),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/07/01
WV-A,7,JOLLY GOOD HEART(D366),C L Chau,D J Whyte,113,---,---,---,---,---,---,7(785),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/07/01
1,3,COLUMBUS COUNTY(C465),Z Purton,C Fownes,128,1034,3,-,"5                                                            

6                                                            

6                                                            

5                                                            

1",1:46.43,3.8,8(786),Class 2 - 1800M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2020/07/01
2,2,BUTTERFIELD(C462),C Y Ho,C S Shum,132,1122,11,1/2,"1                                                            

1                                                            

2                                                            

2                                                            

2",1:46.51,10,8(786),Class 2 - 1800M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2020/07/01
3,9,HELENA BABY(D213),M L Yeung,J Moore,118,1110,1,2,"7                                                            

8                                                            

8                                                            

7                                                            

3",1:46.76,17,8(786),Class 2 - 1800M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2020/07/01
4,1,SAVVY NINE(D056),N Callan,J Moore,133,1100,7,2-1/4,"11                                                            

10                                                            

11                                                            

9                                                            

4",1:46.79,23,8(786),Class 2 - 1800M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2020/07/01
5,10,HELLO DADDY(C464),M F Poon,K H Ting,115,1123,8,2-3/4,"2                                                            

2                                                            

1                                                            

1                                                            

5",1:46.86,11,8(786),Class 2 - 1800M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2020/07/01
6,11,CHAMPION SUPREME(B435),V Borges,J Moore,116,1078,2,3,"4                                                            

5                                                            

4                                                            

6                                                            

6",1:46.90,4.2,8(786),Class 2 - 1800M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2020/07/01
7,8,HIGH REV(C007),T H So,D J Hall,118,1167,4,3,"8                                                            

7                                                            

7                                                            

3                                                            

7",1:46.93,13,8(786),Class 2 - 1800M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2020/07/01
8,7,RIGHTEOUS DOCTRINE(C197),J Moreira,C W Chang,123,1147,6,4-1/2,"9                                                            

9                                                            

9                                                            

8                                                            

8",1:47.14,4.9,8(786),Class 2 - 1800M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2020/07/01
9,6,RIGHT CHOICE(C013),K Teetan,F C Lor,123,1063,9,9,"3                                                            

3                                                            

3                                                            

4                                                            

9",1:47.85,16,8(786),Class 2 - 1800M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2020/07/01
10,4,GLORIOUS ARTIST(B210),C Wong,F C Lor,121,1100,10,12-1/4,"6                                                            

4                                                            

5                                                            

11                                                            

10",1:48.41,110,8(786),Class 2 - 1800M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2020/07/01
11,5,NICCONI EXPRESS(C024),A Hamelin,J Size,124,1068,5,13,"10                                                            

11                                                            

10                                                            

10                                                            

11",1:48.53,11,8(786),Class 2 - 1800M - (100-80),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 2,100,000",Sha Tin,2020/07/01
1,5,PRECISE EXPRESS(D198),M Chadwick,P F Yiu,122,1011,11,-,"11                                                            

10                                                            

9                                                            

1",1:34.54,33,9(787),Class 3 - 1600M - (80-60),GOOD TO FIRM,"TURF - ""C"" Course","HK$ 1,450,000",Sha Tin,2020/07/01
