place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
4,2,HELENE LEADINGSTAR(C165),K Teetan,A S Cruz,119,1045,2,5-1/2,"3                                                            

3                                                            

3                                                            

2                                                            

2                                                            

4",2:27.93,2.2,3(623),Group Three - 2400M ,GOOD,"TURF - ""B"" Course","HK$ 3,250,000",Sha Tin,2020/05/03
5,1,EAGLE WAY(A093),Z Purton,J Moore,133,1089,3,16-1/4,"2                                                            

2                                                            

2                                                            

1                                                            

3                                                            

5",2:29.64,5.6,3(623),Group Three - 2400M ,GOOD,"TURF - ""B"" Course","HK$ 3,250,000",Sha Tin,2020/05/03
1,6,FABULOUS EIGHT(B473),J Moreira,P F Yiu,125,1117,13,-,"7                                                            

6                                                            

1",0:55.79,3.3,4(624),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
2,8,KINDA COOL(D297),Z Purton,F C Lor,125,1091,10,1/2,"4                                                            

5                                                            

2",0:55.87,4,4(624),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
3,9,DREAM TEAM(C395),C Schofield,A T Millard,123,1191,9,1,"1                                                            

1                                                            

3",0:55.95,9.7,4(624),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
4,5,DUBLIN STAR(C436),A Hamelin,K L Man,126,1212,8,3,"5                                                            

3                                                            

4",0:56.26,6.7,4(624),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
5,10,MAJESTIC CONQUEROR(C363),V Borges,T P Yung,122,1110,12,4,"2                                                            

2                                                            

5",0:56.41,12,4(624),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
6,3,MAGIC SUPREME(D144),B Shinn,J Moore,130,1098,11,4-1/4,"8                                                            

8                                                            

6",0:56.46,35,4(624),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
7,7,FLYING SPIRIT(D016),T H So,D J Whyte,123,1110,7,4-1/2,"11                                                            

11                                                            

7",0:56.49,106,4(624),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
8,13,HERE COMES TED(C457),K Teetan,D E Ferraris,118,1169,6,4-1/2,"6                                                            

7                                                            

8",0:56.50,9.5,4(624),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
9,4,CHUNG WAH SPIRIT(A168),M F Poon,C H Yip,127,1112,5,5-1/2,"12                                                            

12                                                            

9",0:56.67,12,4(624),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
10,11,QIPAO BOSS(D207),C Y Ho,D J Hall,121,1072,2,6-3/4,"14                                                            

13                                                            

10",0:56.87,16,4(624),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
11,14,MASTER GALAXY(C449),H T Mo,Y S Tsui,115,1155,3,7-1/2,"3                                                            

4                                                            

11",0:56.99,93,4(624),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
12,1,SPLIT OF A SECOND(B027),C Wong,L Ho,128,1071,14,7-1/2,"10                                                            

10                                                            

12",0:56.99,30,4(624),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
13,2,COPARTNER SPIRIT(D175),N Callan,R Gibson,131,1186,4,10-1/2,"9                                                            

9                                                            

13",0:57.46,309,4(624),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
DNF,12,JIANGXI STAMINA(D051),K C Leung,W Y So,120,1200,1,---,13,---,180,4(624),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
1,2,QUADRUPLE DOUBLE(B250),M F Poon,D J Hall,124,1097,6,-,"2                                                            

2                                                            

1",1:08.70,3.7,5(625),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
2,13,HAPPY ALUMNI(C065),V Borges,K W Lui,117,1237,9,1/2,"11                                                            

10                                                            

2",1:08.79,3.8,5(625),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
3,8,MIG ENERGY(C376),K Teetan,A S Cruz,122,1140,14,1-1/2,"13                                                            

12                                                            

3",1:08.93,7.5,5(625),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
4,6,BALTIC WHISPER(B216),N Callan,C S Shum,123,1141,2,1-1/2,"3                                                            

4                                                            

4",1:08.95,30,5(625),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
5,1,CRUISING(B337),K H Chan,T P Yung,126,1174,7,3-3/4,"1                                                            

1                                                            

5",1:09.29,15,5(625),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
6,3,BEAUTY LOYAL(B383),Z Purton,A S Cruz,125,1097,5,4,"6                                                            

5                                                            

6",1:09.33,5.8,5(625),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
7,4,GLORIOUS LOVER(D191),H T Mo,Y S Tsui,122,1032,8,4,"12                                                            

13                                                            

7",1:09.35,32,5(625),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
8,14,HAPPY TIME(B272),M Chadwick,W Y So,114,1151,12,5-1/4,"10                                                            

11                                                            

8",1:09.52,17,5(625),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
9,7,HELAKU KNIGHT(C328),K C Leung,J Moore,123,1135,3,6,"4                                                            

6                                                            

9",1:09.64,135,5(625),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
10,10,LUMEN BABA(D322),C Schofield,D J Whyte,120,1005,1,6-3/4,"7                                                            

9                                                            

10",1:09.79,38,5(625),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
11,11,AMAZING KNIGHT(D266),J Moreira,J Size,118,1052,11,7-1/4,"8                                                            

7                                                            

11",1:09.85,12,5(625),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
12,12,CHIKORITA(D230),C Wong,C W Chang,112,1251,10,8-1/2,"5                                                            

3                                                            

12",1:10.05,193,5(625),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
13,5,SINCERE BOY(D318),H W Lai,P F Yiu,125,1160,13,8-1/2,"14                                                            

14                                                            

13",1:10.05,74,5(625),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
14,9,PIANILLO(D277),A Hamelin,C H Yip,121,1186,4,10,"9                                                            

8                                                            

14",1:10.30,17,5(625),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
1,11,LITTLE THUNDER(C453),C Wong,A T Millard,111,1120,5,-,"3                                                            

2                                                            

1",1:08.85,8.3,6(626),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/05/03
2,6,SKYEY SUPREME(C293),C Y Ho,K W Lui,123,1194,1,1-1/4,"5                                                            

3                                                            

2",1:09.04,35,6(626),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/05/03
3,4,EXCEL DELIGHT(C006),J Moreira,J Size,127,1144,10,1-3/4,"8                                                            

8                                                            

3",1:09.13,2.9,6(626),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/05/03
4,7,STRIKING MR C(B141),K C Leung,T P Yung,123,1247,12,2-1/4,"1                                                            

1                                                            

4",1:09.19,6.1,6(626),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/05/03
5,8,STAR SUPERIOR(V255),H T Mo,C W Chang,118,1064,7,3-1/4,"11                                                            

12                                                            

5",1:09.36,52,6(626),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/05/03
6,10,WAYFOONG CHARMER(B437),V Borges,P O'Sullivan,118,1099,8,3-1/2,"4                                                            

5                                                            

6",1:09.43,9.9,6(626),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/05/03
7,2,GOLDIE FLANKER(V161),K Teetan,K L Man,132,1210,6,4-3/4,"7                                                            

10                                                            

7",1:09.60,8.4,6(626),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/05/03
8,9,SPLENDID TIMING(C161),T H So,C H Yip,117,1288,4,5-3/4,"10                                                            

11                                                            

8",1:09.77,39,6(626),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/05/03
9,12,SUPREME PATROL(C300),M L Yeung,D E Ferraris,116,1165,2,6,"9                                                            

7                                                            

9",1:09.81,32,6(626),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/05/03
10,3,JOYFUL MOMENTS(T134),Z Purton,R Gibson,129,1146,9,6-1/2,"12                                                            

9                                                            

10",1:09.88,15,6(626),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/05/03
11,5,M M JOHNNY(D115),C Schofield,Y S Tsui,123,1105,11,8-1/4,"2                                                            

4                                                            

11",1:10.17,14,6(626),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/05/03
12,1,DOLLAR REWARD(A305),A Hamelin,C S Shum,133,1072,3,9-3/4,"6                                                            

6                                                            

12",1:10.41,7.3,6(626),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/05/03
1,7,DECISIVE ACTION(C152),Z Purton,C H Yip,124,1078,7,-,"5                                                            

4                                                            

3                                                            

1",1:34.09,6,7(627),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
2,12,ENJOY LIFE(A125),T H So,Y S Tsui,117,1105,5,3-3/4,"10                                                            

10                                                            

9                                                            

2",1:34.68,10,7(627),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
3,1,MONSTER KAKA(B319),B Shinn,D J Hall,133,1005,8,4-1/4,"6                                                            

6                                                            

4                                                            

3",1:34.78,10,7(627),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
4,14,LITTLE GENERAL(C096),M Chadwick,C S Shum,113,1079,2,4-1/2,"8                                                            

8                                                            

7                                                            

4",1:34.82,6.4,7(627),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
5,8,BULLETPROOF(D219),M F Poon,P F Yiu,121,1045,14,4-3/4,"13                                                            

12                                                            

10                                                            

5",1:34.86,19,7(627),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
6,13,VITAL SPRING(A057),C Y Ho,K W Lui,117,1157,3,5-1/4,"11                                                            

11                                                            

8                                                            

6",1:34.92,12,7(627),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
7,10,SNOW AIRJET(D094),K H Chan,P F Yiu,116,1017,10,5-3/4,"1                                                            

1                                                            

1                                                            

7",1:35.02,11,7(627),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
8,3,STARSHIP(V379),N Callan,P O'Sullivan,131,1176,13,6-1/2,"12                                                            

13                                                            

13                                                            

8",1:35.11,26,7(627),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
9,5,GALACTIC(D238),J Moreira,D J Whyte,126,1211,6,9-1/4,"4                                                            

5                                                            

5                                                            

9",1:35.55,2.9,7(627),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
10,6,KING DRAGON(C437),A Hamelin,K L Man,126,1062,9,10-3/4,"7                                                            

7                                                            

12                                                            

10",1:35.80,14,7(627),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
11,11,GLENEALY PALS(C471),V Borges,C H Yip,121,1006,4,17-1/4,"9                                                            

9                                                            

11                                                            

11",1:36.86,269,7(627),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
12,9,SO GLORIOUS(C430),H T Mo,Y S Tsui,124,996,1,17-1/4,"3                                                            

3                                                            

2                                                            

12",1:36.86,210,7(627),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
13,2,NUREMBERG(C369),K Teetan,A S Cruz,132,1042,12,20-3/4,"14                                                            

14                                                            

14                                                            

13",1:37.39,43,7(627),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
14,4,AFRICAN SKY(C195),M L Yeung,K H Ting,128,1084,11,27,"2                                                            

2                                                            

6                                                            

14",1:38.41,343,7(627),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
WV,,LEADING FORTUNE(C441),C Schofield,J Size,123,---,---,---,---,---,---,7(627),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
1,2,CHAMPION SUPREME(B435),V Borges,J Moore,125,1083,4,-,"8                                                            

8                                                            

8                                                            

5                                                            

1",2:00.37,11,8(628),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
2,1,CHARITY GO(B478),A Hamelin,C S Shum,127,1062,9,1/2,"9                                                            

9                                                            

9                                                            

7                                                            

2",2:00.45,16,8(628),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
3,6,ENZEMBLE(D059),C Schofield,D J Whyte,123,1073,7,2,"7                                                            

4                                                            

4                                                            

2                                                            

3",2:00.69,8.5,8(628),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
4,8,DEFINING MOMENT(C159),J Moreira,C Fownes,118,1135,3,4-3/4,"4                                                            

5                                                            

5                                                            

4                                                            

4",2:01.15,3.6,8(628),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
5,9,GOD OF DRAGON(B108),K Teetan,A S Cruz,118,1071,1,5-1/2,"5                                                            

6                                                            

6                                                            

8                                                            

5",2:01.26,4.1,8(628),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
6,3,GOOD OMEN(B208),M Chadwick,D J Whyte,125,1055,5,6-1/4,"1                                                            

1                                                            

1                                                            

1                                                            

6",2:01.37,9.1,8(628),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
7,7,BEAUTY HAPPY(D130),K C Leung,J Moore,118,1115,8,6-3/4,"3                                                            

2                                                            

2                                                            

3                                                            

7",2:01.47,34,8(628),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
8,4,CLEMENT LEGEND(B137),N Callan,C S Shum,124,1121,2,12-3/4,"6                                                            

7                                                            

7                                                            

9                                                            

8",2:02.43,55,8(628),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
9,5,LONDON HALL(B026),C Y Ho,D J Hall,124,1104,6,15,"2                                                            

3                                                            

3                                                            

6                                                            

9",2:02.76,3.7,8(628),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2020/05/03
1,12,MOMENTUM HAPPY(C423),K C Leung,K H Ting,120,1084,9,-,"1                                                            

1                                                            

1                                                            

1",1:21.72,14,9(629),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
2,13,CIRCUIT NUMBER ONE(B373),M F Poon,A S Cruz,116,1077,2,1/2,"7                                                            

5                                                            

5                                                            

2",1:21.81,61,9(629),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
3,4,GOLDEN FOUR(B225),N Callan,C W Chang,131,1036,1,1,"9                                                            

8                                                            

6                                                            

3",1:21.88,12,9(629),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
4,9,PARTY GENIUS(D217),Z Purton,D J Whyte,128,1144,12,1-1/4,"3                                                            

4                                                            

4                                                            

4",1:21.91,2.4,9(629),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
5,2,SAM'S LOVE(A088),A Hamelin,C H Yip,133,1056,10,2-1/2,"13                                                            

13                                                            

12                                                            

5",1:22.11,44,9(629),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
6,11,SPICY GRILL(D159),C Y Ho,K W Lui,121,996,4,2-3/4,"12                                                            

11                                                            

9                                                            

6",1:22.16,16,9(629),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
7,5,HARRIER JET(T372),K Teetan,P O'Sullivan,130,1154,8,3-1/2,"8                                                            

6                                                            

7                                                            

7",1:22.29,13,9(629),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
8,3,FORZA ANGEL(B333),H T Mo,Y S Tsui,128,1048,5,4-3/4,"4                                                            

3                                                            

3                                                            

8",1:22.48,127,9(629),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
9,14,WINWIN THIRTYTHREE(C110),J Moreira,P F Yiu,118,999,14,5,"14                                                            

14                                                            

14                                                            

9",1:22.52,5.3,9(629),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
10,6,SPRINT FORWARD(C353),B Shinn,J Moore,130,1108,11,6,"6                                                            

9                                                            

11                                                            

10",1:22.66,6.4,9(629),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
11,7,DIAMOND KING(S347),M Chadwick,T P Yung,129,1148,3,7,"10                                                            

10                                                            

8                                                            

11",1:22.83,35,9(629),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
12,8,CARE FREE PRINCE(V069),C Wong,K L Man,123,1173,7,7-3/4,"2                                                            

2                                                            

2                                                            

12",1:22.98,23,9(629),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
13,10,DRAGON PRIDE(D164),C Schofield,A T Millard,121,1067,13,8-1/4,"11                                                            

12                                                            

13                                                            

13",1:23.02,65,9(629),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
14,1,LASTING FRIENDSHIP(B251),K H Chan,L Ho,126,1133,6,9,"5                                                            

7                                                            

10                                                            

14",1:23.16,31,9(629),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2020/05/03
1,4,SILVER FIG(B025),A Hamelin,A T Millard,127,1127,12,-,"11                                                            

12                                                            

1",1:08.50,19,10(630),Class 3 - 1200M - (80-60),GOOD,ALL WEATHER TRACK,"HK$ 1,450,000",Sha Tin,2020/05/03
2,2,UTOPIA LIFE(C166),C Schofield,K L Man,131,1141,7,1/2,"2                                                            

1                                                            

2",1:08.57,3.6,10(630),Class 3 - 1200M - (80-60),GOOD,ALL WEATHER TRACK,"HK$ 1,450,000",Sha Tin,2020/05/03
3,8,GOOD FOR YOU(T265),H T Mo,Y S Tsui,119,1041,3,1-1/2,"10                                                            

9                                                            

3",1:08.73,29,10(630),Class 3 - 1200M - (80-60),GOOD,ALL WEATHER TRACK,"HK$ 1,450,000",Sha Tin,2020/05/03
4,3,EXPLOSIVE WITNESS(B001),B Shinn,C Fownes,129,1179,6,3-1/4,"8                                                            

6                                                            

4",1:09.00,8.1,10(630),Class 3 - 1200M - (80-60),GOOD,ALL WEATHER TRACK,"HK$ 1,450,000",Sha Tin,2020/05/03
